page_title,original_title,page_url,section_name,section_link
Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/,References,
Spaceflight Promotes Biofilm Formation by Pseudomonas aeruginosa,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,Abstract,
Spaceflight Promotes Biofilm Formation by Pseudomonas aeruginosa,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,Introduction,
Spaceflight Promotes Biofilm Formation by Pseudomonas aeruginosa,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,Materials and Methods,
Spaceflight Promotes Biofilm Formation by Pseudomonas aeruginosa,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,Results,
Spaceflight Promotes Biofilm Formation by Pseudomonas aeruginosa,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,Discussion,
Spaceflight Promotes Biofilm Formation by Pseudomonas aeruginosa,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,Acknowledgments,
Spaceflight Promotes Biofilm Formation by Pseudomonas aeruginosa,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,References,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Abstract,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Introduction,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Results,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Discussion,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Acknowledgments,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,References,
NASA GeneLab: interfaces for the exploration of space omics data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/,Abstract,
NASA GeneLab: interfaces for the exploration of space omics data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/,Introduction,
NASA GeneLab: interfaces for the exploration of space omics data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/,References,
Comprehensive Multi-Omics Analysis Reveals Mitochondrial Stress as a Central Biological Hub for Spaceflight Impact,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,Abstract,
Comprehensive Multi-Omics Analysis Reveals Mitochondrial Stress as a Central Biological Hub for Spaceflight Impact,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,Introduction,
Comprehensive Multi-Omics Analysis Reveals Mitochondrial Stress as a Central Biological Hub for Spaceflight Impact,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,Results,
Comprehensive Multi-Omics Analysis Reveals Mitochondrial Stress as a Central Biological Hub for Spaceflight Impact,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,Discussion,
Comprehensive Multi-Omics Analysis Reveals Mitochondrial Stress as a Central Biological Hub for Spaceflight Impact,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,Acknowledgments,
Comprehensive Multi-Omics Analysis Reveals Mitochondrial Stress as a Central Biological Hub for Spaceflight Impact,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,References,
A New Era for Space Life Science: International Standards for Space Omics Processing,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733874/,Acknowledgments,
A New Era for Space Life Science: International Standards for Space Omics Processing,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733874/,References,
Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,Abstract,
Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,Introduction,
Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,Materials and Methods,
Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,Results,
Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,Discussion,
Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,References,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Abstract,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Introduction,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Results,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Discussion,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,Acknowledgments,
NASA GeneLab RNA-seq consensus pipeline: standardized processing of short-read RNA-seq data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,References,
Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,Abstract,
Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,Introduction,
Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,Results,
Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,Discussion,
Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,References,
Biological horizons: pioneering open science in the cosmos,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167097/,References,
Inspiration4 data access through the NASA Open Science Data Repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,Abstract,
Inspiration4 data access through the NASA Open Science Data Repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,Introduction,
Inspiration4 data access through the NASA Open Science Data Repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,References,
NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,Abstract,
NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,Introduction,
NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,Results,
NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,Discussion,
NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,References,
Celebrating 30 years of access to NASA Space Life Sciences data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,Abstract,
Celebrating 30 years of access to NASA Space Life Sciences data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,Conclusions,
Celebrating 30 years of access to NASA Space Life Sciences data,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,References,
Dichotomous effects on lymphatic transport with loss of caveolae in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,Abstract,
Dichotomous effects on lymphatic transport with loss of caveolae in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,Introduction,
Dichotomous effects on lymphatic transport with loss of caveolae in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,Materials and Methods,
Dichotomous effects on lymphatic transport with loss of caveolae in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,Results,
Dichotomous effects on lymphatic transport with loss of caveolae in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,Discussion,
Dichotomous effects on lymphatic transport with loss of caveolae in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,References,
Fungal diversity differences in the indoor dust microbiome from built environments on earth and in space,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,Abstract,
Fungal diversity differences in the indoor dust microbiome from built environments on earth and in space,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,Introduction,
Fungal diversity differences in the indoor dust microbiome from built environments on earth and in space,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,Results,
Fungal diversity differences in the indoor dust microbiome from built environments on earth and in space,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,Discussion,
Fungal diversity differences in the indoor dust microbiome from built environments on earth and in space,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,References,
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,Abstract,
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,Results,
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,Discussion,
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,References,
Aging and Estrogen Status: A Possible Endothelium-Dependent Vascular Coupling Mechanism in Bone Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,Abstract,
Aging and Estrogen Status: A Possible Endothelium-Dependent Vascular Coupling Mechanism in Bone Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,Introduction,
Aging and Estrogen Status: A Possible Endothelium-Dependent Vascular Coupling Mechanism in Bone Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,Materials and Methods,
Aging and Estrogen Status: A Possible Endothelium-Dependent Vascular Coupling Mechanism in Bone Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,Results,
Aging and Estrogen Status: A Possible Endothelium-Dependent Vascular Coupling Mechanism in Bone Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,Discussion,
Aging and Estrogen Status: A Possible Endothelium-Dependent Vascular Coupling Mechanism in Bone Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,References,
Chronic Skeletal Unloading of the Rat Femur: Mechanisms and Functional Consequences of Vascular Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,Abstract,
Chronic Skeletal Unloading of the Rat Femur: Mechanisms and Functional Consequences of Vascular Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,Introduction,
Chronic Skeletal Unloading of the Rat Femur: Mechanisms and Functional Consequences of Vascular Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,Results,
Chronic Skeletal Unloading of the Rat Femur: Mechanisms and Functional Consequences of Vascular Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,Discussion,
Chronic Skeletal Unloading of the Rat Femur: Mechanisms and Functional Consequences of Vascular Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,Acknowledgments,
Chronic Skeletal Unloading of the Rat Femur: Mechanisms and Functional Consequences of Vascular Remodeling,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,References,
Differential effects of aging and exercise on intra-abdominal adipose arteriolar function and blood flow regulation,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3615599/,Abstract,
Differential effects of aging and exercise on intra-abdominal adipose arteriolar function and blood flow regulation,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3615599/,Results,
Differential effects of aging and exercise on intra-abdominal adipose arteriolar function and blood flow regulation,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3615599/,Discussion,
Differential effects of aging and exercise on intra-abdominal adipose arteriolar function and blood flow regulation,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3615599/,References,
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,Abstract,
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,Materials and Methods,
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,Results,
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,Discussion,
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,Conclusions,
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,Acknowledgments,
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,References,
"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: implications for elevated cerebral perfusion and intracranial pressure",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/,Abstract,
"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: implications for elevated cerebral perfusion and intracranial pressure",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/,Materials and Methods,
"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: implications for elevated cerebral perfusion and intracranial pressure",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/,Results,
"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: implications for elevated cerebral perfusion and intracranial pressure",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/,Discussion,
"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: implications for elevated cerebral perfusion and intracranial pressure",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/,Acknowledgments,
"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: implications for elevated cerebral perfusion and intracranial pressure",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/,References,
Exercise Training Augments Regional Bone and Marrow Blood Flow during Exercise,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,Abstract,
Exercise Training Augments Regional Bone and Marrow Blood Flow during Exercise,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,Introduction,
Exercise Training Augments Regional Bone and Marrow Blood Flow during Exercise,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,Materials and Methods,
Exercise Training Augments Regional Bone and Marrow Blood Flow during Exercise,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,Results,
Exercise Training Augments Regional Bone and Marrow Blood Flow during Exercise,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,Discussion,
Exercise Training Augments Regional Bone and Marrow Blood Flow during Exercise,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,References,
Effects of skeletal unloading on the vasomotor properties of the rat femur principal nutrient artery,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4398884/,Abstract,
Effects of skeletal unloading on the vasomotor properties of the rat femur principal nutrient artery,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4398884/,Materials and Methods,
Effects of skeletal unloading on the vasomotor properties of the rat femur principal nutrient artery,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4398884/,Results,
Effects of skeletal unloading on the vasomotor properties of the rat femur principal nutrient artery,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4398884/,Discussion,
Effects of skeletal unloading on the vasomotor properties of the rat femur principal nutrient artery,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4398884/,References,
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,Abstract,
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,Introduction,
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,Materials and Methods,
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,Results,
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,Discussion,
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,Acknowledgments,
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,References,
Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/,Abstract,
Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/,Materials and Methods,
Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/,Results,
Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/,Discussion,
Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/,Acknowledgments,
Spaceflight on the Bion-M1 biosatellite alters cerebral artery vasomotor and mechanical properties in mice,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4385880/,References,
Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/,Abstract,
Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/,Results,
Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/,Discussion,
Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/,Acknowledgments,
Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4964660/,References,
Effects of age and exercise training on coronary microvascular smooth muscle phenotype and function,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866446/,Abstract,
Effects of age and exercise training on coronary microvascular smooth muscle phenotype and function,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866446/,Introduction,
Effects of age and exercise training on coronary microvascular smooth muscle phenotype and function,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866446/,Results,
Effects of age and exercise training on coronary microvascular smooth muscle phenotype and function,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866446/,Discussion,
Effects of age and exercise training on coronary microvascular smooth muscle phenotype and function,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5866446/,References,
Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/,Abstract,
Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/,Introduction,
Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/,Results,
Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/,Discussion,
Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/,Conclusions,
Impact of Spaceflight and Artificial Gravity on the Mouse Retina: Biochemical and Proteomic Analysis,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6165321/,References,
Simulated Microgravity Induces Regionally Distinct Neurovascular and Structural Remodeling of Skeletal Muscle and Cutaneous Arteries in the Rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/,Abstract,
Simulated Microgravity Induces Regionally Distinct Neurovascular and Structural Remodeling of Skeletal Muscle and Cutaneous Arteries in the Rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/,Introduction,
Simulated Microgravity Induces Regionally Distinct Neurovascular and Structural Remodeling of Skeletal Muscle and Cutaneous Arteries in the Rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/,Materials and Methods,
Simulated Microgravity Induces Regionally Distinct Neurovascular and Structural Remodeling of Skeletal Muscle and Cutaneous Arteries in the Rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/,Results,
Simulated Microgravity Induces Regionally Distinct Neurovascular and Structural Remodeling of Skeletal Muscle and Cutaneous Arteries in the Rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/,Discussion,
Simulated Microgravity Induces Regionally Distinct Neurovascular and Structural Remodeling of Skeletal Muscle and Cutaneous Arteries in the Rat,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7339929/,References,
Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/,Abstract,
Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/,Introduction,
Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/,Results,
Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/,Discussion,
Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/,References,
DEVELOPMENT OF OTOLITH RECEPTORS IN JAPANESE QUAIL,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,Abstract,
DEVELOPMENT OF OTOLITH RECEPTORS IN JAPANESE QUAIL,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,Introduction,
DEVELOPMENT OF OTOLITH RECEPTORS IN JAPANESE QUAIL,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,Results,
DEVELOPMENT OF OTOLITH RECEPTORS IN JAPANESE QUAIL,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,Discussion,
DEVELOPMENT OF OTOLITH RECEPTORS IN JAPANESE QUAIL,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,Acknowledgments,
DEVELOPMENT OF OTOLITH RECEPTORS IN JAPANESE QUAIL,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,References,
Spatial and temporal characteristics of vestibular convergence,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,Abstract,
Spatial and temporal characteristics of vestibular convergence,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,Introduction,
Spatial and temporal characteristics of vestibular convergence,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,Results,
Spatial and temporal characteristics of vestibular convergence,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,Discussion,
Spatial and temporal characteristics of vestibular convergence,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,Acknowledgments,
Spatial and temporal characteristics of vestibular convergence,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,References,
The CaV1.2 L-type calcium channel regulates bone homeostasis in the middle and inner ear,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/,Abstract,
The CaV1.2 L-type calcium channel regulates bone homeostasis in the middle and inner ear,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/,Introduction,
The CaV1.2 L-type calcium channel regulates bone homeostasis in the middle and inner ear,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/,Materials and Methods,
The CaV1.2 L-type calcium channel regulates bone homeostasis in the middle and inner ear,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/,Results,
The CaV1.2 L-type calcium channel regulates bone homeostasis in the middle and inner ear,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/,Discussion,
The CaV1.2 L-type calcium channel regulates bone homeostasis in the middle and inner ear,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/,References,
SIMULATED MICROGRAVITY ENHANCES OLIGODENDROCYTE MITOCHONDRIAL FUNCTION AND LIPID METABOLISM,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324008/,Abstract,
SIMULATED MICROGRAVITY ENHANCES OLIGODENDROCYTE MITOCHONDRIAL FUNCTION AND LIPID METABOLISM,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324008/,Introduction,
SIMULATED MICROGRAVITY ENHANCES OLIGODENDROCYTE MITOCHONDRIAL FUNCTION AND LIPID METABOLISM,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324008/,Materials and Methods,
SIMULATED MICROGRAVITY ENHANCES OLIGODENDROCYTE MITOCHONDRIAL FUNCTION AND LIPID METABOLISM,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324008/,Results,
